,Unnamed: 0,id,label,text,tokens,stems,lemmas
455,455,770395034348822529,N,estoy montaña rusa emocional pilotan mis ovarios putis,"['estoy', 'montaña', 'rusa', 'emocional', 'pilotan', 'mis', 'ovarios', 'putis']","['estoy', 'montañ', 'rus', 'emocional', 'pilot', 'mis', 'ovari', 'putis']","['estar', 'montaña', 'ruso', 'emocional', 'pilotar', 'mi', 'ovario', 'puti']"
456,456,770417499317895168,NEU,hay nada más bonito q separarse d persona q al tiempo t diga q t echa menos a m va a pasar,"['hay', 'nada', 'más', 'bonito', 'q', 'separarse', 'd', 'persona', 'q', 'al', 'tiempo', 't', 'diga', 'q', 't', 'echa', 'menos', 'a', 'm', 'va', 'a', 'pasar']","['hay', 'nad', 'mas', 'bonit', 'q', 'separ', 'd', 'person', 'q', 'al', 'tiemp', 't', 'dig', 'q', 't', 'echa', 'men', 'a', 'm', 'va', 'a', 'pas']","['haber', 'más', 'bonito', 'q', 'separar él', 'd', 'persona', 'q', 'al', 'tiempo', 'diga', 'q', 't', 'echar', 'menos', 'a', 'm', 'ir', 'a', 'pasar']"
457,457,770416390994063360,N,  beatriizzzz fresquita único malo fue nos quitaron banco bueno,"['beatriizzzz', 'fresquita', 'único', 'malo', 'fue', 'nos', 'quitaron', 'banco', 'bueno']","['beatriizzzz', 'fresquit', 'unic', 'mal', 'fue', 'nos', 'quit', 'banc', 'buen']","['  ', 'beatriizzzz', 'fresquito', 'único', 'malo', 'ser', 'quitar', 'banco', 'bueno']"
458,458,770418661073051648,P,momento alta autoestimaego puedo asegurar sonrisa contagia en persona obviamente,"['momento', 'alta', 'autoestimaego', 'puedo', 'asegurar', 'sonrisa', 'contagia', 'en', 'persona', 'obviamente']","['moment', 'alta', 'autoestimaeg', 'pued', 'asegur', 'sonris', 'contagi', 'en', 'person', 'obvi']","['momento', 'alta', 'autoestimaego', 'poder', 'asegurar', 'sonrisa', 'contagiar', 'en', 'persona', 'obviamente']"
459,459,770419614811623424,N,reybultos sabes eso así,"['reybultos', 'sabes', 'eso', 'así']","['reybult', 'sab', 'eso', 'asi']","['reybulto', 'saber', 'así']"
460,460,770419525955256324,NEU,estoy pensanfo seriamente ir mañana a bilbao caza compras ohhh wait si yo salgo casa,"['estoy', 'pensanfo', 'seriamente', 'ir', 'mañana', 'a', 'bilbao', 'caza', 'compras', 'ohhh', 'wait', 'si', 'yo', 'salgo', 'casa']","['estoy', 'pensanf', 'seri', 'ir', 'mañan', 'a', 'bilba', 'caz', 'compr', 'ohhh', 'wait', 'si', 'yo', 'salg', 'cas']","['estar', 'pensanfo', 'seriamente', 'ir', 'mañana', 'a', 'bilbao', 'cazar', 'compra', 'ohhh', 'wait', 'si', 'salir', 'casa']"
461,461,770422583464427520,N,ojala yo presentándome para concurso shawn como vergonzosa nace seguro me dejan participar pues estoy,"['ojala', 'yo', 'presentándome', 'para', 'concurso', 'shawn', 'como', 'vergonzosa', 'nace', 'seguro', 'me', 'dejan', 'participar', 'pues', 'estoy']","['ojal', 'yo', 'present', 'par', 'concurs', 'shawn', 'com', 'vergonz', 'nac', 'segur', 'me', 'dej', 'particip', 'pues', 'estoy']","['ojala', 'presentar yo', 'para', 'concurso', 'shawn', 'como', 'vergonzosa', 'nacer', 'seguro', 'dejar', 'participar', 'pues', 'estar']"
462,462,770394264748654592,NEU,sandrarammos dio dice po me hable si yo soy libro abierto me puede habla pa conocerme quiera,"['sandrarammos', 'dio', 'dice', 'po', 'me', 'hable', 'si', 'yo', 'soy', 'libro', 'abierto', 'me', 'puede', 'habla', 'pa', 'conocerme', 'quiera']","['sandraramm', 'dio', 'dic', 'po', 'me', 'habl', 'si', 'yo', 'soy', 'libr', 'abiert', 'me', 'pued', 'habl', 'pa', 'conoc', 'quier']","['dar', 'dice', 'po', 'hablar', 'si', 'ser', 'libro', 'abierto', 'poder', 'hablar', 'pa', 'conocer yo', 'querer']"
463,463,770415911316680704,N,cuando he dicho a bollo estoy morena ha reído cara,"['cuando', 'he', 'dicho', 'a', 'bollo', 'estoy', 'morena', 'ha', 'reído', 'cara']","['cuand', 'he', 'dich', 'a', 'boll', 'estoy', 'moren', 'ha', 'reid', 'car']","['cuando', 'haber', 'decir', 'a', 'bollo', 'estar', 'morén', 'haber', 'reer', 'cara']"
464,464,770410116160126977,P,aquilatiki tengo iphone esta app tubex te deja salirte seguir escuchando canciones pasan solas,"['aquilatiki', 'tengo', 'iphone', 'esta', 'app', 'tubex', 'te', 'deja', 'salirte', 'seguir', 'escuchando', 'canciones', 'pasan', 'solas']","['aquilatiki', 'teng', 'iphon', 'esta', 'app', 'tubex', 'te', 'dej', 'salirt', 'segu', 'escuch', 'cancion', 'pas', 'sol']","['aquilatiki', 'tener', 'iphone', 'este', 'app', 'tubex', 'dejar', 'salirte', 'seguir', 'escuchar', 'canción', 'pasar', 'solo']"
465,465,770438261974204416,P,camille blonde  yasmi mendeguia tengo desde años juntos  casados  yo me derrito si acerca desvive k este,"['camille', 'blonde', 'yasmi', 'mendeguia', 'tengo', 'desde', 'años', 'juntos', 'casados', 'yo', 'me', 'derrito', 'si', 'acerca', 'desvive', 'k', 'este']","['camill', 'blond', 'yasmi', 'mendegui', 'teng', 'desd', 'años', 'junt', 'cas', 'yo', 'me', 'derrit', 'si', 'acerc', 'desviv', 'k', 'este']","['camille', 'blonde', ' ', 'yasmi', 'mendeguia', 'tener', 'desde', 'año', 'junto', ' ', 'casado', ' ', 'derrito', 'si', 'acerca', 'desvivir', 'k', 'este']"
466,466,770342668429828096,P,raulmjimenez  edgarcabrerag siiiii nuevo estoy lista para ir al programa concierto ot,"['raulmjimenez', 'edgarcabrerag', 'siiiii', 'nuevo', 'estoy', 'lista', 'para', 'ir', 'al', 'programa', 'concierto', 'ot']","['raulmjimenez', 'edgarcabrerag', 'siiiii', 'nuev', 'estoy', 'list', 'par', 'ir', 'al', 'program', 'conciert', 'ot']","['raulmjimenez', ' ', 'edgarcabrerag', 'siiiii', 'nuevo', 'estar', 'listo', 'para', 'ir', 'al', 'programa', 'concierto', 'ot']"
467,467,770324769413693440,N,cyboruga a mí me pasa a veces igual prueba te cambien o algo a me cambiaron hará unos meses antes iba ná,"['cyboruga', 'a', 'mí', 'me', 'pasa', 'a', 'veces', 'igual', 'prueba', 'te', 'cambien', 'o', 'algo', 'a', 'me', 'cambiaron', 'hará', 'unos', 'meses', 'antes', 'iba', 'ná']","['cyborug', 'a', 'mi', 'me', 'pas', 'a', 'vec', 'igual', 'prueb', 'te', 'cambi', 'o', 'algo', 'a', 'me', 'cambi', 'har', 'unos', 'mes', 'antes', 'iba', 'na']","['cyboruga', 'a', 'pasar', 'a', 'veces', 'igual', 'prueba', 'cambiar', 'o', 'a', 'cambiar', 'hacer', 'uno', 'mes', 'antes', 'ir', 'ná']"
468,468,770347134516359168,NEU,satu r laes no dejarte piel ir º descartar puntos sí lee text carlos nos explicó muy clarito,"['satu', 'r', 'laes', 'no', 'dejarte', 'piel', 'ir', 'º', 'descartar', 'puntos', 'sí', 'lee', 'text', 'carlos', 'nos', 'explicó', 'muy', 'clarito']","['satu', 'r', 'laes', 'no', 'dejart', 'piel', 'ir', 'º', 'descart', 'punt', 'si', 'lee', 'text', 'carl', 'nos', 'explic', 'muy', 'clarit']","['satu', 'r', 'la', 'no', 'dejarte', 'piel', 'ir', 'º', 'descartar', 'punto', 'sí', 'leer', 'text', 'carlos', 'explicar', 'mucho', 'clarito']"
469,469,770347018682327040,NONE,reinadelosgatos mira hilo está explicado planeta b estrella próxima centaur próxima centauri b,"['reinadelosgatos', 'mira', 'hilo', 'está', 'explicado', 'planeta', 'b', 'estrella', 'próxima', 'centaur', 'próxima', 'centauri', 'b']","['reinadelosgat', 'mir', 'hil', 'esta', 'explic', 'planet', 'b', 'estrell', 'proxim', 'centaur', 'proxim', 'centauri', 'b']","['reinadelosgatos', 'mira', 'hilo', 'estar', 'explicar', 'planeta', 'b', 'estrella', 'próximo', 'centaur', 'próximo', 'centauri', 'b']"
470,470,770344361171255296,P,omegaesp estaría a paseo tren madrid tendría findes largos cada dos semanas,"['omegaesp', 'estaría', 'a', 'paseo', 'tren', 'madrid', 'tendría', 'findes', 'largos', 'cada', 'dos', 'semanas']","['omegaesp', 'estar', 'a', 'pase', 'tren', 'madr', 'tendr', 'find', 'larg', 'cad', 'dos', 'seman']","['omegaesp', 'estar', 'a', 'paseo', 'tren', 'madrid', 'tener', 'find', 'largo', 'cada', 'dos', 'semana']"
471,471,770320869524697088,NEU,thelordofkai eso he dicho casi como método sutil aproximación,"['thelordofkai', 'eso', 'he', 'dicho', 'casi', 'como', 'método', 'sutil', 'aproximación']","['thelordofkai', 'eso', 'he', 'dich', 'casi', 'com', 'metod', 'sutil', 'aproxim']","['thelordofkai', 'haber', 'decir', 'casi', 'como', 'método', 'sutil', 'aproximación']"
472,472,770320394859454464,NONE,pablo continúa su hilo imprescindible haremos crowfunding todos para hacerle medium httpstcopgjqvxkyr,"['pablo', 'continúa', 'su', 'hilo', 'imprescindible', 'haremos', 'crowfunding', 'todos', 'para', 'hacerle', 'medium', 'httpstcopgjqvxkyr']","['pabl', 'continu', 'su', 'hil', 'imprescind', 'har', 'crowfunding', 'tod', 'par', 'hac', 'medium', 'httpstcopgjqvxkyr']","['pablo', 'continúar', 'su', 'hilo', 'imprescindible', 'hacer', 'crowfunding', 'para', 'hacer él', 'medium', 'httpstcopgjqvxkyr']"
473,473,770348223919718402,N,me habría gustado hacer las targaryen como paradero desconocido pueh hay imagenes buenas,"['me', 'habría', 'gustado', 'hacer', 'las', 'targaryen', 'como', 'paradero', 'desconocido', 'pueh', 'hay', 'imagenes', 'buenas']","['me', 'habr', 'gust', 'hac', 'las', 'targary', 'com', 'parader', 'desconoc', 'pueh', 'hay', 'imagen', 'buen']","['haber', 'gustar', 'hacer', 'el', 'targaryen', 'como', 'paradero', 'desconocido', 'pueh', 'haber', 'imagen', 'buena']"
474,474,770319738169851905,P,cangasdeonis  lavuelta gracias placer conocer pueblo tan precioso,"['cangasdeonis', 'lavuelta', 'gracias', 'placer', 'conocer', 'pueblo', 'tan', 'precioso']","['cangasdeonis', 'lavuelt', 'graci', 'plac', 'conoc', 'puebl', 'tan', 'precios']","['cangasdeonis', ' ', 'lavuelto', 'gracias', 'placer', 'conocer', 'pueblo', 'tanto', 'precioso']"
475,475,770319462784466945,N,flor severus snape flor pobresito nunca odié me parecía muy estricto injusto sabía algo pasaba,"['flor', 'severus', 'snape', 'flor', 'pobresito', 'nunca', 'odié', 'me', 'parecía', 'muy', 'estricto', 'injusto', 'sabía', 'algo', 'pasaba']","['flor', 'severus', 'snap', 'flor', 'pobresit', 'nunc', 'odi', 'me', 'parec', 'muy', 'estrict', 'injust', 'sab', 'algo', 'pas']","['flor', 'severus', 'snape', 'flor', 'pobresito', 'nunca', 'odié', 'parecer', 'mucho', 'estricto', 'injusto', 'saber', 'pasar']"
476,476,770276839885529088,NEU,lour celopanyt ojalá aunque posibilidad tan pequeña,"['lour', 'celopanyt', 'ojalá', 'aunque', 'posibilidad', 'tan', 'pequeña']","['lour', 'celopanyt', 'ojal', 'aunqu', 'posibil', 'tan', 'pequeñ']","['lour', 'celopanyt', 'ojalá', 'aunque', 'posibilidad', 'tanto', 'pequeño']"
477,477,770275603471855616,N,imfebrer me hagas daño xseth army cruel jajaja habría q verlo ,"['imfebrer', 'me', 'hagas', 'daño', 'xseth', 'army', 'cruel', 'jajaja', 'habría', 'q', 'verlo']","['imfebr', 'me', 'hag', 'dañ', 'xseth', 'army', 'cruel', 'jajaj', 'habr', 'q', 'verl']","['imfebrer', 'hagas', 'daño', 'xseth', 'army', 'cruel', 'jajaja', 'haber', 'q', 'ver él']"
478,478,770314066132885504,N,javiturpeiro tanto hace más dos años ya dejé aún me he atrevido a tener nada estable nadie me da cosita,"['javiturpeiro', 'tanto', 'hace', 'más', 'dos', 'años', 'ya', 'dejé', 'aún', 'me', 'he', 'atrevido', 'a', 'tener', 'nada', 'estable', 'nadie', 'me', 'da', 'cosita']","['javiturpeir', 'tant', 'hac', 'mas', 'dos', 'años', 'ya', 'dej', 'aun', 'me', 'he', 'atrev', 'a', 'ten', 'nad', 'establ', 'nadi', 'me', 'da', 'cosit']","['javiturpeiro', 'tanto', 'hacer', 'más', 'dos', 'año', 'ya', 'dejar', 'aún', 'haber', 'atrevir', 'a', 'tener', 'estable', 'dar', 'cosita']"
479,479,770313346876858372,N,nmlss ojalá hubiera podido hacer negro,"['nmlss', 'ojalá', 'hubiera', 'podido', 'hacer', 'negro']","['nmlss', 'ojal', 'hub', 'pod', 'hac', 'negr']","['nmlss', 'ojalá', 'haber', 'poder', 'hacer', 'negro']"
480,480,770337868149563392,P,seelphy genial será última parada antes del estreno salas,"['seelphy', 'genial', 'será', 'última', 'parada', 'antes', 'del', 'estreno', 'salas']","['seelphy', 'genial', 'ser', 'ultim', 'par', 'antes', 'del', 'estren', 'sal']","['seelphy', 'genial', 'ser', 'último', 'parada', 'antes', 'del', 'estreno', 'sala']"
481,481,770337737673179136,N,ojalá justin subiendo foto comiéndose boca sofía para os den culo a todas,"['ojalá', 'justin', 'subiendo', 'foto', 'comiéndose', 'boca', 'sofía', 'para', 'os', 'den', 'culo', 'a', 'todas']","['ojal', 'justin', 'sub', 'fot', 'com', 'boc', 'sof', 'par', 'os', 'den', 'cul', 'a', 'tod']","['ojalá', 'justin', 'subir', 'foto', 'comer él', 'boca', 'sofía', 'para', 'den', 'culo', 'a', 'todo']"
482,482,770333889487339520,P,tengo ganas hacer stream muy especial horas objetivo,"['tengo', 'ganas', 'hacer', 'stream', 'muy', 'especial', 'horas', 'objetivo']","['teng', 'gan', 'hac', 'stream', 'muy', 'especial', 'hor', 'objet']","['tener', 'gana', 'hacer', 'stream', 'mucho', 'especial', 'hora', 'objetivo']"
483,483,770376998082506752,P,goetha jajaja tenemos gustos diferentes así tb puede hablar todo tonyysorayaenmalaga,"['goetha', 'jajaja', 'tenemos', 'gustos', 'diferentes', 'así', 'tb', 'puede', 'hablar', 'todo', 'tonyysorayaenmalaga']","['goeth', 'jajaj', 'ten', 'gust', 'diferent', 'asi', 'tb', 'pued', 'habl', 'tod', 'tonyysorayaenmalag']","['goetha', 'jajaja', 'tener', 'gusto', 'diferente', 'así', 'tb', 'poder', 'hablar', 'todo', 'tonyysorayaenmalaga']"
484,484,770376118629203968,P,alba carrillo como modelo haciendo gala su profesión entrevista a willy toledo hableconellas,"['alba', 'carrillo', 'como', 'modelo', 'haciendo', 'gala', 'su', 'profesión', 'entrevista', 'a', 'willy', 'toledo', 'hableconellas']","['alba', 'carrill', 'com', 'model', 'hac', 'gal', 'su', 'profesion', 'entrev', 'a', 'willy', 'toled', 'hableconell']","['alba', 'carrillo', 'como', 'modelo', 'hacer', 'gala', 'su', 'profesión', 'entrevistar', 'a', 'willy', 'toledo', 'hableconellas']"
485,485,770377643137044480,NONE,quién viene conmigo mañana a beber a embarca ,"['quién', 'viene', 'conmigo', 'mañana', 'a', 'beber', 'a', 'embarca']","['quien', 'vien', 'conmig', 'mañan', 'a', 'beb', 'a', 'embarc']","['venir', 'mañana', 'a', 'beber', 'a', 'embarca']"
486,486,770377349426778112,P,hastag motivo dadle a tope venga demoslelavuelta,"['hastag', 'motivo', 'dadle', 'a', 'tope', 'venga', 'demoslelavuelta']","['hastag', 'motiv', 'dadl', 'a', 'top', 'veng', 'demoslelavuelt']","['hastag', 'motivo', 'dadlir', 'a', 'tope', 'venir', 'demoslelavuelto']"
487,487,770377072103530496,P,c cracias cristina todo me dices bendición tienes ser paciente veras como llega milagro solo asiten fe,"['c', 'cracias', 'cristina', 'todo', 'me', 'dices', 'bendición', 'tienes', 'ser', 'paciente', 'veras', 'como', 'llega', 'milagro', 'solo', 'asiten', 'fe']","['c', 'craci', 'cristin', 'tod', 'me', 'dic', 'bendicion', 'tien', 'ser', 'pacient', 'ver', 'com', 'lleg', 'milagr', 'sol', 'asit', 'fe']","['c', 'cracias', 'cristina', 'decir', 'bendición', 'tener', 'ser', 'paciente', 'vera', 'como', 'llegar', 'milagro', 'solo', 'asitar', 'fe']"
488,488,769618607177433088,NEU,al final triatlón ha salido pura tozudez   esfuerzos estado reventado para arriba,"['al', 'final', 'triatlón', 'ha', 'salido', 'pura', 'tozudez', 'esfuerzos', 'estado', 'reventado', 'para', 'arriba']","['al', 'final', 'triatlon', 'ha', 'sal', 'pur', 'tozudez', 'esfuerz', 'estad', 'revent', 'par', 'arrib']","['al', 'final', 'triatlón', 'haber', 'salir', 'puro', 'tozudez', '  ', 'esfuerzo', 'estado', 'reventado', 'para', 'arriba']"
489,489,769617830266503172,NONE,spaniart cuando pequeña bailaba pueblo descalza vestido ¿tu,"['spaniart', 'cuando', 'pequeña', 'bailaba', 'pueblo', 'descalza', 'vestido', 'tu']","['spaniart', 'cuand', 'pequeñ', 'bail', 'puebl', 'descalz', 'vest', 'tu']","['spaniart', 'cuando', 'pequeño', 'bailar', 'pueblo', 'descalza', 'vestido', '¿', 'tu']"
490,490,769676942736056320,N,amor platónico tw gay me acabo tan triste,"['amor', 'platónico', 'tw', 'gay', 'me', 'acabo', 'tan', 'triste']","['amor', 'platon', 'tw', 'gay', 'me', 'acab', 'tan', 'trist']","['amor', 'platónico', 'tw', 'gay', 'acabar', 'tanto', 'triste']"
491,491,769674567145103361,N,carlotayoutube me acabo mala mañana quedada málaga ojalá recuperarme antes quedadapalo de corazones,"['carlotayoutube', 'me', 'acabo', 'mala', 'mañana', 'quedada', 'málaga', 'ojalá', 'recuperarme', 'antes', 'quedadapalo', 'de', 'corazones']","['carlotayoutub', 'me', 'acab', 'mal', 'mañan', 'qued', 'malag', 'ojal', 'recuper', 'antes', 'quedadapal', 'de', 'corazon']","['carlotayoutube', 'acabar', 'malo', 'mañana', 'quedado', 'málaga', 'ojalá', 'recuperar yo', 'antes', 'quedadapalo', 'de', 'corazón']"
492,492,769696372509577216,N,kiwiliberal confundes conceptos este nivel medidas sociales ≠ socialismo buenas noches mañana madruga ¿o no,"['kiwiliberal', 'confundes', 'conceptos', 'este', 'nivel', 'medidas', 'sociales', 'socialismo', 'buenas', 'noches', 'mañana', 'madruga', 'o', 'no']","['kiwiliberal', 'confund', 'concept', 'este', 'nivel', 'med', 'social', 'social', 'buen', 'noch', 'mañan', 'madrug', 'o', 'no']","['kiwiliberal', 'confundir', 'concepto', 'este', 'nivel', 'medida', 'social', '≠', 'socialismo', 'buena', 'noche', 'mañana', 'madruga', '¿', 'o', 'no']"
493,493,769695740981641217,NEU,superpaperender habrías hecho o mí,"['superpaperender', 'habrías', 'hecho', 'o', 'mí']","['superpaperend', 'habr', 'hech', 'o', 'mi']","['superpaperender', 'habrir', 'hacer', 'o']"
494,494,769671141598302208,N,rushsmith me vas a leer si pudieras decirme a hora coges ave mañana me harias muy feliz he podido verte hoy,"['rushsmith', 'me', 'vas', 'a', 'leer', 'si', 'pudieras', 'decirme', 'a', 'hora', 'coges', 'ave', 'mañana', 'me', 'harias', 'muy', 'feliz', 'he', 'podido', 'verte', 'hoy']","['rushsmith', 'me', 'vas', 'a', 'leer', 'si', 'pud', 'dec', 'a', 'hor', 'cog', 'ave', 'mañan', 'me', 'hari', 'muy', 'feliz', 'he', 'pod', 'vert', 'hoy']","['rushsmith', 'ir', 'a', 'leer', 'si', 'pudierar', 'decirme', 'a', 'hora', 'coger', 'ave', 'mañana', 'haria', 'mucho', 'feliz', 'haber', 'poder', 'verte', 'hoy']"
495,495,769670405934215168,N,currice me vas a leer si pudieras decirme a hora coges ave mañana me harias muy feliz he podido verte hoy,"['currice', 'me', 'vas', 'a', 'leer', 'si', 'pudieras', 'decirme', 'a', 'hora', 'coges', 'ave', 'mañana', 'me', 'harias', 'muy', 'feliz', 'he', 'podido', 'verte', 'hoy']","['curric', 'me', 'vas', 'a', 'leer', 'si', 'pud', 'dec', 'a', 'hor', 'cog', 'ave', 'mañan', 'me', 'hari', 'muy', 'feliz', 'he', 'pod', 'vert', 'hoy']","['currizar', 'ir', 'a', 'leer', 'si', 'pudierar', 'decirme', 'a', 'hora', 'coger', 'ave', 'mañana', 'haria', 'mucho', 'feliz', 'haber', 'poder', 'verte', 'hoy']"
496,496,769670007047458817,N,roenlared me vas a leer si pudieras decirme a hora coges ave a mañana me harias muy feliz he podido verte hoy,"['roenlared', 'me', 'vas', 'a', 'leer', 'si', 'pudieras', 'decirme', 'a', 'hora', 'coges', 'ave', 'a', 'mañana', 'me', 'harias', 'muy', 'feliz', 'he', 'podido', 'verte', 'hoy']","['roenlar', 'me', 'vas', 'a', 'leer', 'si', 'pud', 'dec', 'a', 'hor', 'cog', 'ave', 'a', 'mañan', 'me', 'hari', 'muy', 'feliz', 'he', 'pod', 'vert', 'hoy']","['roenlared', 'ir', 'a', 'leer', 'si', 'pudierar', 'decirme', 'a', 'hora', 'coger', 'ave', 'a', 'mañana', 'haria', 'mucho', 'feliz', 'haber', 'poder', 'verte', 'hoy']"
497,497,769669641341956097,P,estoy poniendo fotos a loco tengo las mias va tan malcara sonriendo con superioridad httpstcoukycnu,"['estoy', 'poniendo', 'fotos', 'a', 'loco', 'tengo', 'las', 'mias', 'va', 'tan', 'malcara', 'sonriendo', 'con', 'superioridad', 'httpstcoukycnu']","['estoy', 'pon', 'fot', 'a', 'loc', 'teng', 'las', 'mias', 'va', 'tan', 'malc', 'sonr', 'con', 'superior', 'httpstcoukycnu']","['estar', 'poner', 'foto', 'a', 'loco', 'tener', 'el', 'mia', 'ir', 'tanto', 'malcaro', 'sonreir', 'con', 'superioridad', 'httpstcoukycnu']"
498,498,769601175796740096,N,cada vez digo puedo evitar pensar si hubiera prestado € a ese ya tendría puta madre whatever,"['cada', 'vez', 'digo', 'puedo', 'evitar', 'pensar', 'si', 'hubiera', 'prestado', 'a', 'ese', 'ya', 'tendría', 'puta', 'madre', 'whatever']","['cad', 'vez', 'dig', 'pued', 'evit', 'pens', 'si', 'hub', 'prest', 'a', 'ese', 'ya', 'tendr', 'put', 'madr', 'whatev']","['cada', 'vez', 'decir', 'poder', 'evitar', 'pensar', 'si', 'haber', 'prestar', '€', 'a', 'ya', 'tener', 'puta', 'madre', 'whatever']"
499,499,769599994513031168,N,antimadridvcf si juegan bien chutar estamos apañados ninguno chutar a gol valencia,"['antimadridvcf', 'si', 'juegan', 'bien', 'chutar', 'estamos', 'apañados', 'ninguno', 'chutar', 'a', 'gol', 'valencia']","['antimadridvcf', 'si', 'jueg', 'bien', 'chut', 'estam', 'apañ', 'ningun', 'chut', 'a', 'gol', 'valenci']","['antimadridvcf', 'si', 'jugar', 'bien', 'chutar', 'estar', 'apañado', 'chutar', 'a', 'gol', 'valencia']"
